name;type;size;allergens;size_variant;price;frequency
Cícerová polievka;polievka;0,4l;1;;;
Falošná gulášová polievka;polievka;0,4l;1;;;
Falošná gulášová polievka s cestovinou;polievka;0,4l;1;;;
Falošná gulášová polievka s liatym cestom;polievka;0,4l;1;;;
Fazuľkovo-zemiaková mliečna polievka;polievka;0,4l;1.7;;;
Fazuľkovo-zemiaková polievka ;polievka;0,4l;1;;;
Fazuľkovo-zemiaková polievka s liatym cestom;polievka;0,4l;1.3;;;
Fazuľová polievka s cestovinou;polievka;0,4l;1;;;
Fazuľová polievka s krúpami;polievka;0,4l;1;;;
Fazuľová polievka s krúpami a paradajkovým pretlakom;polievka;0,4l;1;;;
Fazuľová polievka s kyslou kapustou;polievka;0,4l;1.12;;;
Fazuľová polievka so zeleninou a fliačkami;polievka;0,4l;1;;;
Fazuľová so zemiakmi a zeleninou;polievka;0,4l;1;;;
Francúzska polievka;polievka;0,4l;1;;;
Frankfurtská polievka;polievka;0,4l;1;;;
Hovädzí vývar s niťovkami a zeleninou;polievka;0,4l;1;;;
Hrachová krémová polievka s cestovinou;polievka;0,4l;1;;;
Hrachová krémová polievka so zemiakmi;polievka;0,4l;1.3;;;
Hrachová polievka s krutónmi;polievka;0,4l;1.7;;;
Hríbová polievka na kyslo;polievka;0,4l;1.7;;;
Hŕstková polievka;polievka;0,4l;1;;;
Jarná polievka s mušličkami;polievka;0,4l;1;;;
Kalerábová polievka;polievka;0,4l;1;;;
Kalerábová polievka s cestovinou;polievka;0,4l;1;;;
Kalerábová polievka s liatym cestom;polievka;0,4l;1,3,7;;;
Kapustová polievka s paradajkovým pretlakom a krúpami;polievka;0,4l;1;;;
Karfiolová polievka s cestovinou;polievka;0,4l;1;;;
Karfiolová polievka s liatym cestom;polievka;0,4l;1;;;
Karfiolová polievka s liatym cestom a zemiakmi;polievka;0,4l;1;;;
Karfiolová polievka so zemiakmi a s cestovinou;polievka;0,4l;1;;;
Karfiolová-brokolicová polievka s liatym cestom;polievka;0,4l;1;;;
Kelová polievka so zemiakmi;polievka;0,4l;1;;;
Krúpková polievka s mrkvou a zemiakmi;polievka;0,4l;1;;;
Krúpová polievka s hlávkovou kapustou;polievka;0,4l;1.3;;;
Kuriatková polievka na kyslo;polievka;0,4l;1.7;;;
Kyslá kapustová polievka s hríbami a  klobásou;polievka;0,4l;1.12;;;
Kyslá kapustová polievka s hubami;polievka;0,4l;1.12;;;
Kyslá šošovicová polievka;polievka;0,4l;1.7;;;
Kyslá zemiaková polievka;polievka;0,4l;1.7;;;
Minestrone;polievka;0,4l;1;;;
Mrkvová krémová polievka s mrvenicou;polievka;0,4l;1.3;;;
Mrkvovo-hrášková polievka s cestovinou;polievka;0,4l;1;;;
Mrkvovo-hrášková polievka s liatym cestom;polievka;0,4l;1.3;;;
Mrkvovo-hrášková polievka s mrvenicou;polievka;0,4l;1;;;
Mrkvovo-hrašková polievka s ryžou;polievka;0,4l;1;;;
Mrkvovo-hrašková polievka so zemiakmi;polievka;0,4l;1;;;
Paradajková polievka s liatym cestom;polievka;0,4l;1.3;;;
Paradajková polievka s mrvenicou;polievka;0,4l;1.3;;;
Paradajková polievka s písmenkami;polievka;0,4l;1;;;
Pórová polievka s liatym cestom;polievka;0,4l;1.3;;;
Rascová polievka;polievka;0,4l;3;;;
Sedliacka polievka;polievka;0,4l;1.3;;;
Strukovinová polievka;polievka;0,4l;1;;;
Šošovicová krémová polievka so zemiakmi a zeleninou;polievka;0,4l;1;;;
Šošovicová mliečna polievka so zemiakmi;polievka;0,4l;1.7;;;
Šošovicová polievka ;polievka;0,4l;1;;;
Šošovicová polievka s kyslou kapustou;polievka;0,4l;1.12;;;
Šošovicová polievka s párkom;polievka;0,4l;1;;;
Špenátová polievka;polievka;0,4l;1,3,7;;;
Špenátová polievka s vajíčkom;polievka;0,4l;1.3;;;
Tekvicová mliečna polievka so zemiakmi;polievka;0,4l;1.7;;;
Tekvicová polievka s cestovinou;polievka;0,4l;1;;;
Tekvicová polievka s liatym cestom;polievka;0,4l;1.3;;;
Tekvicová polievka s párkom;polievka;0,4l;1;;;
Tekvicová polievka s párkom a zemiakmi;polievka;0,4l;1;;;
Tekvicovo-mrkvová polievka so zázvorom;polievka;0,4l;1.7;;;
Vývar;polievka;0,4l;1;;;
Vývar s pečeňovými haluškami;polievka;0,4l;1.3;;;
Zeleninová krémová polievka s cestovinou;polievka;0,4l;1;;;
Zeleninová krémová polievka s liatym cestom;polievka;0,4l;1.3;;;
Zeleninová polievka s cestovinou;polievka;0,4l;1;;;
Zeleninová polievka s liatym cestom;polievka;0,4l;1.3;;;
Zeleninová polievka s mrvenicou;polievka;0,4l;1;;;
Zeleninový boršč;polievka;0,4l;1;;;
Zelerová polievka s liatym cestom;polievka;0,4l;1.3;;;
Zemiaková kyslá polievka;polievka;0,4l;1;;;
Zemiaková polievka s krúpami a zeleninou;polievka;0,4l;1.3;;;
Zemiaková polievka s párkom;polievka;0,4l;1;;;
